OTU79|centroid=ASV434	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(1.00),f:Rosaceae(1.00),g:Rubus(0.55),s:Rubus_caesius(0.41)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Rosales,f:Rosaceae
OTU88|centroid=ASV439	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.69),f:Rosaceae(0.67),g:Rubus(0.37),s:Rubus_saxatilis(0.24)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida
OTU91|centroid=ASV674	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Fagales(0.99),f:Betulaceae(0.99),g:Corylus(0.98),s:Corylus_avellana(0.98)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Fagales,f:Betulaceae,g:Corylus,s:Corylus_avellana
OTU92|centroid=ASV437	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Lamiales(1.00),f:Lamiaceae(1.00),g:Lamium(0.41),s:Lamium_album(0.41)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Lamiales,f:Lamiaceae
OTU85|centroid=ASV584	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(1.00),f:Rosaceae(1.00),g:Rubus(0.73),s:Rubus_caesius(0.58)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Rosales,f:Rosaceae
OTU94|centroid=ASV620	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Ericales(1.00),f:Primulaceae(1.00),g:Primula(1.00),s:Primula_vulgaris(0.81)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Ericales,f:Primulaceae,g:Primula,s:Primula_vulgaris
OTU95|centroid=ASV658	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Ranunculales(1.00),f:Ranunculaceae(1.00),g:Ranunculus(1.00),s:Ranunculus_repens(0.99)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Ranunculales,f:Ranunculaceae,g:Ranunculus,s:Ranunculus_repens
OTU93|centroid=ASV490	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Lamiales(1.00),f:Plantaginaceae(1.00),g:Veronica(1.00),s:Veronica_serpyllifolia(1.00)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Lamiales,f:Plantaginaceae,g:Veronica,s:Veronica_serpyllifolia
OTU87|centroid=ASV332	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(1.00),f:Rosaceae(1.00),g:Sanguisorba(0.33),s:Sanguisorba_officinalis(0.21)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Rosales,f:Rosaceae
OTU89|centroid=ASV660	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Geraniales(1.00),f:Geraniaceae(1.00),g:Geranium(0.96),s:Geranium_sanguineum(0.63)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Geraniales,f:Geraniaceae,g:Geranium
OTU86|centroid=ASV324	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(1.00),f:Rosaceae(1.00),g:Sorbus(1.00),s:Sorbus_aucuparia(1.00)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Rosales,f:Rosaceae,g:Sorbus,s:Sorbus_aucuparia
OTU98|centroid=ASV304	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Lamiales(1.00),f:Plantaginaceae(1.00),g:Veronica(1.00),s:Veronica_alpina(0.68)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Lamiales,f:Plantaginaceae,g:Veronica
OTU90|centroid=ASV672	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Fagales(0.74),f:Betulaceae(0.74),g:Corylus(0.73),s:Corylus_avellana(0.72)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida
OTU97|centroid=ASV302	k:Plantae(1.00),p:Streptophyta(0.53),c:Magnoliopsida(0.53),o:Crossosomatales(0.53),f:Staphyleaceae(0.53),g:Staphylea(0.53),s:Staphylea_pinnata(0.53)	+	k:Plantae
OTU96|centroid=ASV265	k:Plantae(1.00),p:Tracheophyta(1.00),c:Liliopsida(1.00),o:Poales(1.00),f:Poaceae(1.00),g:Poa(1.00),s:Poa_annua(1.00)	+	k:Plantae,p:Tracheophyta,c:Liliopsida,o:Poales,f:Poaceae,g:Poa,s:Poa_annua
OTU103|centroid=ASV679	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Malpighiales(0.99),f:Violaceae(0.99),g:Viola(0.99),s:Viola_reichenbachiana(0.66)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Malpighiales,f:Violaceae,g:Viola
OTU99|centroid=ASV375	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.74),f:Rosaceae(0.74),g:Rubus(0.73),s:Rubus_caesius(0.58)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida
OTU100|centroid=ASV461	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(1.00),f:Rosaceae(1.00),g:Sanguisorba(0.40),s:Sanguisorba_minor(0.25)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Rosales,f:Rosaceae
OTU107|centroid=ASV12	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.97),f:Rosaceae(0.97),g:Rubus(0.96),s:Rubus_saxatilis(0.56)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Rosales,f:Rosaceae,g:Rubus
OTU101|centroid=ASV520	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Ranunculales(1.00),f:Ranunculaceae(1.00),g:Aconitum(1.00),s:Aconitum_lycoctonum(1.00)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Ranunculales,f:Ranunculaceae,g:Aconitum,s:Aconitum_lycoctonum
OTU105|centroid=ASV456	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Apiales(0.60),f:Araliaceae(0.60),g:Hedera(0.60),s:Hedera_helix(0.60)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida
OTU110|centroid=ASV543	k:Plantae(1.00),p:Tracheophyta(0.98),c:Magnoliopsida(0.98),o:Boraginales(0.98),f:Boraginaceae(0.98),g:Myosotis(0.64),s:Myosotis_scorpioides(0.31)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Boraginales,f:Boraginaceae
OTU102|centroid=ASV624	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Geraniales(0.79),f:Geraniaceae(0.79),g:Geranium(0.75),s:Geranium_sanguineum(0.53)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida
OTU108|centroid=ASV247	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Lamiales(1.00),f:Plantaginaceae(1.00),g:Veronica(1.00),s:Veronica_alpina(0.38)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Lamiales,f:Plantaginaceae,g:Veronica
OTU104|centroid=ASV272	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Fagales(1.00),f:Betulaceae(1.00),g:Corylus(1.00),s:Corylus_avellana(0.98)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Fagales,f:Betulaceae,g:Corylus,s:Corylus_avellana
OTU106|centroid=ASV496	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.98),f:Rosaceae(0.98),g:Rubus(0.98),s:Rubus_caesius(0.68)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Rosales,f:Rosaceae,g:Rubus
OTU113|centroid=ASV692	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Fagales(1.00),f:Fagaceae(1.00),g:Fagus(1.00),s:Fagus_sylvatica(1.00)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Fagales,f:Fagaceae,g:Fagus,s:Fagus_sylvatica
OTU109|centroid=ASV427	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Fagales(0.54),f:Betulaceae(0.54),g:Carpinus(0.54),s:Carpinus_betulus(0.54)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida
OTU111|centroid=ASV549	k:Plantae(1.00),p:Tracheophyta(0.99),c:Magnoliopsida(0.99),o:Boraginales(0.97),f:Boraginaceae(0.97),g:Myosotis(0.81),s:Myosotis_alpestris(0.37)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Boraginales,f:Boraginaceae,g:Myosotis
OTU112|centroid=ASV653	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Asterales(1.00),f:Asteraceae(1.00),g:Bellis(1.00),s:Bellis_perennis(1.00)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Asterales,f:Asteraceae,g:Bellis,s:Bellis_perennis
OTU118|centroid=ASV567	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Asterales(1.00),f:Asteraceae(1.00),g:Solidago(1.00),s:Solidago_virgaurea(0.91)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Asterales,f:Asteraceae,g:Solidago,s:Solidago_virgaurea
OTU114|centroid=ASV281	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Celastrales(0.85),f:Celastraceae(0.85),g:Celastrus(0.85),s:Celastrus_orbiculatus(0.85)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Celastrales,f:Celastraceae,g:Celastrus,s:Celastrus_orbiculatus
OTU115|centroid=ASV287	k:Plantae(1.00),p:Tracheophyta(0.98),c:Magnoliopsida(0.98),o:Celastrales(0.93),f:Celastraceae(0.93),g:Celastrus(0.93),s:Celastrus_orbiculatus(0.93)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Celastrales,f:Celastraceae,g:Celastrus,s:Celastrus_orbiculatus
OTU122|centroid=ASV235	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(1.00),f:Rosaceae(1.00),g:Fragaria(0.84),s:Fragaria_vesca(0.84)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Rosales,f:Rosaceae,g:Fragaria,s:Fragaria_vesca
OTU116|centroid=ASV368	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.71),f:Rosaceae(0.71),g:Rubus(0.70),s:Rubus_caesius(0.44)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida
OTU119|centroid=ASV637	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Lamiales(1.00),f:Oleaceae(1.00),g:Fraxinus(1.00),s:Fraxinus_pennsylvanica(0.81)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Lamiales,f:Oleaceae,g:Fraxinus,s:Fraxinus_pennsylvanica
OTU120|centroid=ASV704	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Malpighiales(1.00),f:Violaceae(1.00),g:Viola(1.00),s:Viola_odorata(0.69)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Malpighiales,f:Violaceae,g:Viola
OTU117|centroid=ASV495	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Fagales(1.00),f:Betulaceae(1.00),g:Corylus(1.00),s:Corylus_avellana(0.76)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Fagales,f:Betulaceae,g:Corylus
OTU125|centroid=ASV340	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(1.00),f:Rosaceae(1.00),g:Rubus(1.00),s:Rubus_saxatilis(0.86)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Rosales,f:Rosaceae,g:Rubus,s:Rubus_saxatilis
OTU121|centroid=ASV720	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Solanales(1.00),f:Solanaceae(1.00),g:Lycium(1.00),s:Lycium_barbarum(1.00)	-	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Solanales,f:Solanaceae,g:Lycium,s:Lycium_barbarum
OTU130|centroid=ASV579	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.60),f:Rosaceae(0.60),g:Rubus(0.58),s:Rubus_caesius(0.35)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida
OTU123|centroid=ASV286	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Ranunculales(0.61),f:Ranunculaceae(0.61),g:Helleborus(0.46),s:Helleborus_multifidus(0.46)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida
OTU129|centroid=ASV418	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Geraniales(0.91),f:Geraniaceae(0.91),g:Geranium(0.79),s:Geranium_sanguineum(0.50)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Geraniales,f:Geraniaceae
OTU127|centroid=ASV377	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(1.00),f:Rosaceae(1.00),g:Rubus(0.99),s:Rubus_caesius(0.78)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Rosales,f:Rosaceae,g:Rubus
OTU124|centroid=ASV323	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Boraginales(0.92),f:Boraginaceae(0.91),g:Cynoglossum(0.19),s:Cynoglossum_officinale(0.10)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Boraginales,f:Boraginaceae
OTU128|centroid=ASV386	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(1.00),f:Rosaceae(1.00),g:Rubus(1.00),s:Rubus_caesius(0.46)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Rosales,f:Rosaceae,g:Rubus
OTU132|centroid=ASV675	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Solanales(0.59),f:Solanaceae(0.59),g:Solanum(0.54),s:Solanum_nigrum(0.52)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida
OTU126|centroid=ASV357	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Fagales(0.93),f:Fagaceae(0.93),g:Fagus(0.93),s:Fagus_sylvatica(0.93)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Fagales,f:Fagaceae,g:Fagus,s:Fagus_sylvatica
OTU131|centroid=ASV659	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Ranunculales(1.00),f:Ranunculaceae(1.00),g:Ranunculus(1.00),s:Ranunculus_acris(0.99)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Ranunculales,f:Ranunculaceae,g:Ranunculus,s:Ranunculus_acris
OTU138|centroid=ASV336	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Malpighiales(1.00),f:Salicaceae(1.00),g:Salix(1.00),s:Salix_caprea(0.59)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Malpighiales,f:Salicaceae,g:Salix
OTU136|centroid=ASV330	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(1.00),f:Rosaceae(1.00),g:Rubus(1.00),s:Rubus_saxatilis(0.81)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Rosales,f:Rosaceae,g:Rubus,s:Rubus_saxatilis
OTU141|centroid=ASV545	k:Plantae(1.00),p:Tracheophyta(0.67),c:Magnoliopsida(0.67),o:Boraginales(0.63),f:Boraginaceae(0.63),g:Myosotis(0.32),s:Myosotis_alpestris(0.14)	+	k:Plantae
OTU135|centroid=ASV301	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Malpighiales(1.00),f:Euphorbiaceae(1.00),g:Euphorbia(1.00),s:Euphorbia_dulcis(0.93)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Malpighiales,f:Euphorbiaceae,g:Euphorbia,s:Euphorbia_dulcis
OTU137|centroid=ASV334	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Malpighiales(0.79),f:Salicaceae(0.79),g:Salix(0.79),s:Salix_caprea(0.33)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida
OTU139|centroid=ASV450	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.98),f:Rosaceae(0.98),g:Rubus(0.97),s:Rubus_caesius(0.64)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Rosales,f:Rosaceae,g:Rubus
OTU133|centroid=ASV14	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.92),f:Rosaceae(0.88),g:Rubus(0.81),s:Rubus_saxatilis(0.41)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Rosales,f:Rosaceae,g:Rubus
OTU134|centroid=ASV295	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Malpighiales(1.00),f:Violaceae(1.00),g:Viola(1.00),s:Viola_reichenbachiana(0.42)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Malpighiales,f:Violaceae,g:Viola
OTU143|centroid=ASV598	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Asterales(0.97),f:Asteraceae(0.97),g:Eupatorium(0.96),s:Eupatorium_cannabinum(0.96)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Asterales,f:Asteraceae,g:Eupatorium,s:Eupatorium_cannabinum
OTU140|centroid=ASV473	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(1.00),f:Rosaceae(1.00),g:Fragaria(1.00),s:Fragaria_vesca(1.00)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Rosales,f:Rosaceae,g:Fragaria,s:Fragaria_vesca
OTU149|centroid=ASV300	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(1.00),f:Rosaceae(1.00),g:Rubus(1.00),s:Rubus_caesius(0.76)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Rosales,f:Rosaceae,g:Rubus
OTU145|centroid=ASV664	k:Plantae(1.00),p:Tracheophyta(0.99),c:Magnoliopsida(0.99),o:Boraginales(0.97),f:Boraginaceae(0.97),g:Myosotis(0.42),s:Myosotis_scorpioides(0.15)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Boraginales,f:Boraginaceae
OTU144|centroid=ASV626	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.71),f:Rosaceae(0.71),g:Potentilla(0.25),s:Potentilla_argentea(0.09)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida
OTU142|centroid=ASV578	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Boraginales(1.00),f:Boraginaceae(1.00),g:Pulmonaria(0.75),s:Pulmonaria_officinalis(0.75)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Boraginales,f:Boraginaceae
OTU148|centroid=ASV254	k:Plantae(1.00),p:Tracheophyta(1.00),c:Liliopsida(0.91),o:Poales(0.91),f:Poaceae(0.91),g:Piptatherum(0.43),s:Piptatherum_virescens(0.43)	+	k:Plantae,p:Tracheophyta,c:Liliopsida,o:Poales,f:Poaceae
OTU146|centroid=ASV13	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Malpighiales(0.99),f:Violaceae(0.99),g:Viola(0.99),s:Viola_odorata(0.57)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Malpighiales,f:Violaceae,g:Viola
OTU151|centroid=ASV362	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(1.00),f:Rosaceae(1.00),g:Rubus(1.00),s:Rubus_caesius(0.76)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Rosales,f:Rosaceae,g:Rubus
OTU150|centroid=ASV335	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.69),f:Rosaceae(0.69),g:Rubus(0.67),s:Rubus_caesius(0.64)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida
OTU147|centroid=ASV226	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(1.00),f:Rosaceae(1.00),g:Rubus(0.98),s:Rubus_caesius(0.73)	-	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Rosales,f:Rosaceae,g:Rubus
OTU157|centroid=ASV638	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.95),f:Rosaceae(0.95),g:Rubus(0.95),s:Rubus_caesius(0.67)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Rosales,f:Rosaceae,g:Rubus
OTU153|centroid=ASV568	k:Plantae(1.00),p:Tracheophyta(0.99),c:Magnoliopsida(0.99),o:Boraginales(0.99),f:Boraginaceae(0.99),g:Myosotis(0.53),s:Myosotis_scorpioides(0.36)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Boraginales,f:Boraginaceae
OTU152|centroid=ASV449	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(1.00),f:Rosaceae(1.00),g:Fragaria(0.98),s:Fragaria_vesca(0.98)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Rosales,f:Rosaceae,g:Fragaria,s:Fragaria_vesca
OTU160|centroid=ASV669	k:Plantae(1.00),p:Tracheophyta(1.00),c:Pinopsida(1.00),o:Cupressales(1.00),f:Cupressaceae(1.00),g:Cupressus(0.83),s:Cupressus_sempervirens(0.83)	+	k:Plantae,p:Tracheophyta,c:Pinopsida,o:Cupressales,f:Cupressaceae,g:Cupressus,s:Cupressus_sempervirens
OTU156|centroid=ASV600	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Asterales(0.56),f:Asteraceae(0.56),g:Mycelis(0.55),s:Mycelis_muralis(0.55)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida
OTU159|centroid=ASV668	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Malpighiales(1.00),f:Violaceae(1.00),g:Viola(1.00),s:Viola_reichenbachiana(0.65)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Malpighiales,f:Violaceae,g:Viola
OTU154|centroid=ASV574	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Boraginales(1.00),f:Boraginaceae(1.00),g:Pulmonaria(0.87),s:Pulmonaria_officinalis(0.87)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Boraginales,f:Boraginaceae,g:Pulmonaria,s:Pulmonaria_officinalis
OTU155|centroid=ASV575	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(1.00),f:Rosaceae(1.00),g:Rubus(0.99),s:Rubus_caesius(0.67)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Rosales,f:Rosaceae,g:Rubus
OTU158|centroid=ASV666	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Lamiales(1.00),f:Orobanchaceae(1.00),g:Lathraea(1.00),s:Lathraea_squamaria(1.00)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Lamiales,f:Orobanchaceae,g:Lathraea,s:Lathraea_squamaria
OTU161|centroid=ASV710	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(1.00),f:Rosaceae(1.00),g:Rubus(1.00),s:Rubus_saxatilis(0.59)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Rosales,f:Rosaceae,g:Rubus
OTU162|centroid=ASV275	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.99),f:Rosaceae(0.99),g:Rubus(0.95),s:Rubus_caesius(0.75)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Rosales,f:Rosaceae,g:Rubus
