Requested_species	Accession	Organism	Record_TaxID	Taxonomy_match	Extraction_method	Feature_type	Length	Description
Calepina irregularis	AY722503.1	Calepina irregularis	71322	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	171	Calepina irregularis isolate SW92 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Calepina irregularis	AY722504.1	Calepina irregularis	71322	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	171	Calepina irregularis isolate SW93 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Camelina rumelica	KC172845.1	Camelina rumelica	883001	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	195	Camelina rumelica voucher USDA-ARS PI650138 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Camelina rumelica	KC172846.1	Camelina rumelica subsp. transcaspica	1382508	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	195	Camelina rumelica subsp. transcaspica isolate 1 voucher USDA-ARS PI650139 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Camelina rumelica	KC172847.1	Camelina rumelica subsp. transcaspica	1382508	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	195	Camelina rumelica subsp. transcaspica isolate 2 voucher USDA-ARS PI650139 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Camelina rumelica	KC172848.1	Camelina rumelica subsp. transcaspica	1382508	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	195	Camelina rumelica subsp. transcaspica isolate 3 voucher USDA-ARS PI650139 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Campanula cespitosa	DQ304621.1	Campanula caespitosa	361377	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	246	Campanula cespitosa internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence
Campanula justiniana	DQ304613.1	Campanula justiniana	361390	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	246	Campanula justiniana internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence
Campanula marchesettii	DQ304612.1	Campanula marchesettii	361392	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	246	Campanula marchesettii internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence
Campanula scheuchzeri	DQ304614.1	Campanula scheuchzeri	361399	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	246	Campanula scheuchzeri internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence
Campanula scheuchzeri	KF918847.1	Campanula scheuchzeri	361399	NAME_MATCH	ITS2_ONLY_RECORD	whole_record	239	Campanula scheuchzeri isolate sche2 internal transcribed spacer 2 and 28S ribosomal RNA gene, partial sequence
Campanula scheuchzeri	KF918848.1	Campanula scheuchzeri	361399	NAME_MATCH	ITS2_ONLY_RECORD	whole_record	239	Campanula scheuchzeri isolate sche1 internal transcribed spacer 2 and 28S ribosomal RNA gene, partial sequence
Campanula scheuchzeri	MZ235262.1	Campanula scheuchzeri	361399	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	242	Campanula scheuchzeri isolate MNI internal transcribed spacer 2, partial sequence
Campanula sibirica	AY331434.1	Campanula sibirica subsp. hohenackeri	239407	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	221	Campanula hohenackeri internal transcribed spacer 2, complete sequence
Campanula sibirica	EF090591.1	Campanula sibirica	361413	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	195	Campanula sibirica internal transcribed spacer 2, partial sequence
Campanula sibirica	KU892002.1	Campanula sibirica	361413	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	293	Campanula sibirica isolate C_sibirica_Armenia internal transcribed spacer 2, partial sequence
Campanula thyrsoides	AY331455.1	Campanula thyrsoides	239427	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	274	Campanula thyrsoides internal transcribed spacer 2, complete sequence
Campanula thyrsoides	DQ304575.1	Campanula thyrsoides subsp. carniolica	361403	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	268	Campanula thyrsoides subsp. carniolica internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence
Campyliadelphus elodes	MK211837.1	Kandaea elodes	2499986	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	284	Kandaea elodes isolate GBOL1950 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence
Campylophyllopsis calcarea	MH613366.1	Campylophyllopsis calcarea	2601386	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	247	Campylophyllopsis calcarea isolate Ca534I 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Campylophyllopsis calcarea	MH613367.1	Campylophyllopsis calcarea	2601386	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	262	Campylophyllopsis calcarea isolate Ca1148I 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 25S ribosomal RNA gene, partial sequence
Campylophyllopsis sommerfeltii	AY693654.1	Campylophyllopsis sommerfeltii	304421	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	262	Campylophyllum sommerfeltii internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence
Campylophyllopsis sommerfeltii	MH613368.1	Campylophyllopsis sommerfeltii	304421	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	262	Campylophyllopsis sommerfeltii isolate Ca1318I 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 25S ribosomal RNA gene, partial sequence
Cardamine glauca	DQ209120.1	Cardamine glauca	352365	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	187	Cardamine glauca GL internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardamine glauca	FJ384174.1	Cardamine glauca	352365	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	187	Cardamine glauca isolate M27 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardamine glauca	FJ384175.1	Cardamine glauca	352365	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	187	Cardamine glauca isolate J493 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardamine glauca	FJ384176.1	Cardamine glauca	352365	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	187	Cardamine glauca isolate M11 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardamine glauca	FJ384177.1	Cardamine glauca	352365	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	187	Cardamine glauca isolate M12 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardamine glauca	FJ384178.1	Cardamine glauca	352365	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	187	Cardamine glauca isolate J487 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardamine kitaibelii	FJ464496.1	Cardamine kitaibelii	558123	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	176	Cardamine kitaibelii internal transcribed spacer 2, partial sequence
Cardamine pentaphyllos	AF078020.1	Cardamine pentaphyllos	82288	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	187	Dentaria pentaphyllos internal transcribed spacer 2, complete sequence
Cardamine resedifolia	DQ209116.1	Cardamine resedifolia	352370	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	186	Cardamine resedifolia RE1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardamine resedifolia	DQ209117.1	Cardamine resedifolia	352370	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	186	Cardamine resedifolia RE2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardamine resedifolia	DQ209118.1	Cardamine resedifolia	352370	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	186	Cardamine resedifolia RE4 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardamine resedifolia	DQ209119.1	Cardamine resedifolia	352370	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	186	Cardamine resedifolia RE5 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardamine resedifolia	FJ464505.1	Cardamine resedifolia	352370	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	176	Cardamine resedifolia internal transcribed spacer 2, partial sequence
Cardamine trifolia	DQ209114.1	Cardamine trifolia	352363	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	187	Cardamine trifolia TR internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardamine trifolia	FJ464506.1	Cardamine trifolia	352363	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	176	Cardamine trifolia internal transcribed spacer 2, partial sequence
Cardamine waldsteinii	FJ464507.1	Cardamine waldsteinii	109604	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	178	Cardamine waldsteinii internal transcribed spacer 2, partial sequence
Cardaminopsis halleri	DQ528881.1	Arabidopsis halleri	81970	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	225	Arabidopsis halleri isolate Typ_19 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardaminopsis halleri	DQ528882.1	Arabidopsis halleri	81970	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	225	Arabidopsis halleri isolate Typ_20 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardaminopsis halleri	DQ528883.1	Arabidopsis halleri	81970	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	225	Arabidopsis halleri isolate Typ_21 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardaminopsis halleri	DQ528884.1	Arabidopsis halleri	81970	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	225	Arabidopsis halleri isolate Typ_22 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardaminopsis halleri	DQ528885.1	Arabidopsis halleri	81970	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	225	Arabidopsis halleri isolate Typ_23 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardaminopsis halleri	DQ528886.1	Arabidopsis halleri	81970	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	225	Arabidopsis halleri isolate Typ_24 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardaminopsis halleri	DQ528887.1	Arabidopsis halleri	81970	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	225	Arabidopsis halleri isolate Typ_25 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardaminopsis halleri	DQ528888.1	Arabidopsis halleri	81970	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	225	Arabidopsis halleri isolate Typ_26 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardaminopsis halleri	DQ528889.1	Arabidopsis halleri	81970	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	185	Arabidopsis halleri isolate Typ_27 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardaminopsis halleri	DQ528890.1	Arabidopsis halleri	81970	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	225	Arabidopsis halleri isolate Typ_28 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardaminopsis halleri	DQ528891.1	Arabidopsis halleri	81970	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	185	Arabidopsis halleri isolate Typ_29 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardaminopsis halleri	DQ528892.1	Arabidopsis halleri	81970	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	225	Arabidopsis halleri isolate Typ_30 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardaminopsis halleri	DQ528893.1	Arabidopsis halleri	81970	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	225	Arabidopsis halleri isolate Typ_31 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardaminopsis halleri	DQ528894.1	Arabidopsis halleri	81970	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	185	Arabidopsis halleri isolate Typ_32 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardaminopsis halleri	DQ528895.1	Arabidopsis halleri	81970	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	185	Arabidopsis halleri isolate Typ_33 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardaminopsis halleri	DQ528896.1	Arabidopsis halleri	81970	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	225	Arabidopsis halleri isolate Typ_34 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardaminopsis halleri	DQ528897.1	Arabidopsis halleri	81970	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	225	Arabidopsis halleri isolate Typ_35 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardaminopsis halleri	DQ528898.1	Arabidopsis halleri	81970	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	225	Arabidopsis halleri isolate Typ_36 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardaminopsis halleri	DQ528899.1	Arabidopsis halleri	81970	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	225	Arabidopsis halleri isolate Typ_37 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardaminopsis halleri	DQ528900.1	Arabidopsis halleri	81970	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	225	Arabidopsis halleri isolate Typ_38 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardaminopsis halleri	DQ528901.1	Arabidopsis halleri	81970	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	225	Arabidopsis halleri isolate Typ_39 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardaminopsis halleri	DQ528902.1	Arabidopsis halleri	81970	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	225	Arabidopsis halleri isolate Typ_40 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardaminopsis halleri	DQ528903.1	Arabidopsis halleri	81970	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	225	Arabidopsis halleri isolate Typ_41 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardaminopsis halleri	DQ528904.1	Arabidopsis halleri	81970	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	225	Arabidopsis halleri isolate Typ_42 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardaminopsis halleri	DQ528905.1	Arabidopsis halleri	81970	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	225	Arabidopsis halleri isolate Typ_43 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardaminopsis halleri	DQ528906.1	Arabidopsis halleri	81970	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	225	Arabidopsis halleri isolate Typ_44 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardaminopsis halleri	DQ528907.1	Arabidopsis halleri	81970	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	225	Arabidopsis halleri isolate Typ_45 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardaminopsis halleri	DQ528908.1	Arabidopsis halleri	81970	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	225	Arabidopsis halleri isolate Typ_46 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardaminopsis halleri	DQ528909.1	Arabidopsis halleri	81970	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	188	Arabidopsis halleri isolate Typ_47 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardaminopsis halleri	DQ528910.1	Arabidopsis halleri	81970	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	225	Arabidopsis halleri isolate Typ_50 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardaminopsis halleri	DQ528911.1	Arabidopsis halleri	81970	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	225	Arabidopsis halleri isolate Typ_51 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardaminopsis halleri	DQ528912.1	Arabidopsis halleri	81970	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	225	Arabidopsis halleri isolate Typ_52 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardaminopsis halleri	DQ528913.1	Arabidopsis halleri	81970	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	225	Arabidopsis halleri isolate Typ_53 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardaminopsis halleri	DQ528914.1	Arabidopsis halleri	81970	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	225	Arabidopsis halleri isolate Typ_54 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardaminopsis halleri	DQ528915.1	Arabidopsis halleri	81970	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	225	Arabidopsis halleri isolate Typ_55 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardaria draba	AJ628278.1	Lepidium draba	153317	NCBI_SYNONYM	ITS2_ONLY_RECORD	whole_record	190	Cardaria draba internal transcribed spacer 2
Cardaria draba	FM164555.1	Lepidium draba	153317	NCBI_SYNONYM	ITS2_ONLY_RECORD	whole_record	176	Lepidium draba partial ITS2, specimen voucher OSBU:95-0334-10
Cardaria draba	KF022715.1	Lepidium draba	153317	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	199	Lepidium draba isolate T219 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardaria draba	KU746329.1	Lepidium draba	153317	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	222	Lepidium draba internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardaria draba	KX824496.1	Lepidium draba	153317	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	178	Lepidium draba voucher XFMa-Bra44 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardaria draba	KX824497.1	Lepidium draba	153317	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	180	Lepidium draba voucher XFMa-Bra45 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Cardaria draba	PV700202.1	Lepidium draba	153317	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	189	Lepidium draba voucher RT2024051321 external transcribed spacer, partial sequence; and 18S small subunit ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and 26S large subunit ribosomal RNA gene, complete sequence
Carduus personata	KT249907.1	Carduus personata subsp. albidus	1697555	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	224	Carduus personata subsp. albidus voucher HMR2619 internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence
Carex alba	MN762295.1	Carex alba	241195	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	238	Carex alba isolate spm00000584 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Carex austroalpina	MN762487.1	Carex austroalpina	241198	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	234	Carex austroalpina isolate spm00000535 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Carex bohemica	AY779073.1	Carex bohemica	140792	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	221	Carex bohemica voucher Wallnofer 13755 (WIS) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Carex bohemica	JN903132.1	Carex bohemica	140792	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	221	Carex bohemica voucher Vitikainen, O 8650 (RSA) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Carex buekii	MN762368.1	Carex buekii	2043217	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	271	Carex buekii isolate spm00000558 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Carex buekii	MN762827.1	Carex buekii	2043217	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	214	Carex buekii isolate spm00003101 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Carex cespitosa	MN762830.1	Carex cespitosa var. cespitosa	2799132	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	216	Carex cespitosa var. cespitosa isolate spm00003210 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Carex cespitosa	MN762833.1	Carex cespitosa var. cespitosa	2799132	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	215	Carex cespitosa var. cespitosa isolate spm00003246 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Carex cespitosa	MN762836.1	Carex cespitosa var. minuta	2799146	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	234	Carex cespitosa var. minuta isolate spm00004525 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Carex demissa	DQ384119.1	Carex demissa	241204	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	226	Carex demissa internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Carex demissa	JN634653.1	Carex demissa	241204	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	223	Carex demissa isolate Dem_1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Carex demissa	JN634654.1	Carex demissa	241204	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	223	Carex demissa isolate Dem_2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Carex demissa	JN634655.1	Carex demissa	241204	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	223	Carex demissa isolate Dem_3 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Carex demissa	JN634656.1	Carex demissa	241204	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	223	Carex demissa isolate Dem_4 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Carex demissa	JN634657.1	Carex demissa	241204	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	223	Carex demissa isolate Dem_5 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Carex demissa	JN634658.1	Carex demissa	241204	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	223	Carex demissa isolate Dem_6 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Carex demissa	JN634659.1	Carex demissa	241204	NAME_MATCH	EXACT_ANNOTATED_ITS2	misc_RNA	223	Carex demissa isolate Dem_7 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
